run_id,iteration,individual_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,class_weight_power,focal_gamma,learning_rate,dropout,hidden_size,num_layers,weight_decay,label_smoothing,batch_size,scheduler_patience,input_seq_length,class_weight_power_lower,focal_gamma_lower,learning_rate_lower,dropout_lower,hidden_size_lower,num_layers_lower,weight_decay_lower,label_smoothing_lower,batch_size_lower,scheduler_patience_lower,input_seq_length_lower,class_weight_power_upper,focal_gamma_upper,learning_rate_upper,dropout_upper,hidden_size_upper,num_layers_upper,weight_decay_upper,label_smoothing_upper,batch_size_upper,scheduler_patience_upper,input_seq_length_upper,pop_size,iterations,n_workers,min_features,epochs_per_eval,np_neighbors,pf_max,elitist_selection,elitist_constant,fitness
26c18e4d,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0.3536912300716998,3.5063020779621614,0.0028697176263090844,0.403421736671684,109.30988154875975,2.5466594999062346,0.011781240048942994,0.18539946745278646,143.61652153232643,9.819642940682641,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.018941029766411432
26c18e4d,-1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.29936341005934486,3.7937641633024044,0.0021000797282839452,0.26170416002738633,94.41418270707192,2.2671986408792058,0.012004263571129974,0.12759359496974626,62.79751625873409,8.91305137938741,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.03674649575409444
26c18e4d,-1,2,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.3787854204796437,3.1742972392870312,0.0017918043437969312,0.3038007810243128,87.68658022430702,2.1053765813749616,0.014595199943140999,0.14417579679950399,133.37295130119992,11.827559410876706,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.02426892200054059
26c18e4d,-1,3,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0.39400673563846633,2.6536749876064216,0.0016911042178710165,0.24787211194132613,84.53760183025352,2.8299518994210104,0.016860847558182616,0.19136524312942407,155.30279116559248,8.311175386152891,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.09514016529072966
26c18e4d,-1,4,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.3380735128012821,2.23865734481828,0.0024611386518234722,0.3146861619828596,96.53651915736029,2.53493736631584,0.011780693972659299,0.1476658822875061,158.40223784389156,6.850211871312591,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0
26c18e4d,-1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0.35617311951163044,1.3931710123765098,0.00273632884307537,0.3809762335485027,64.52363590432832,2.0204482027018815,0.007449323269870851,0.12075354617137082,104.17126671033445,8.866383018262159,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.020455376860353595
26c18e4d,-1,6,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0.2900903981689037,2.283932333225287,0.0020998324835123905,0.31426104865200166,70.66619247104265,2.470285322109356,0.00894958883183912,0.0922457393959525,91.33232872297141,9.203608817041468,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0
26c18e4d,-1,7,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0.33469290783648625,1.364031352812142,0.0014846117585267846,0.3896937218297009,113.87946377464729,2.7704589847288354,0.012534545509226926,0.15751387936172662,66.62711517395,6.6622821887124735,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.20588437529448855
26c18e4d,-1,8,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0.29879222280098106,2.3126369386125787,0.0017178053931170604,0.35443635441090193,106.4294001519412,2.2388963899849292,0.010198614111071352,0.08988365890523342,113.93677937800787,10.292891131254338,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.007935357115488307
26c18e4d,-1,9,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0.2544526151854098,2.270556385367666,0.002589374691752013,0.34296914635592257,65.89716519489085,2.79919291981863,0.003729616711704954,0.15465788492813914,120.21341522846959,11.893228801260694,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0318512872606392
26c18e4d,-1,10,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0.32276525487766766,2.2486930288610267,0.0022669295919268253,0.2267923237940536,75.91704010842005,2.3189038461398317,0.009573584159416629,0.13217227831929662,78.86134590185827,10.806126312029239,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.01456450954402844
26c18e4d,-1,11,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0.34745451480099776,3.6068314624107245,0.0020525944875368477,0.4232568429505199,84.82853174845582,2.8739313149499455,0.01171483680809747,0.09932656527150713,68.88043818485082,10.020984531963002,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0011171865775827501
26c18e4d,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0.33469290783648625,1.364031352812142,0.0014846117585267846,0.3896937218297009,113.87946377464729,2.7704589847288354,0.012534545509226926,0.15751387936172662,66.62711517395,6.6622821887124735,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.20588437529448855
26c18e4d,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0.39400673563846633,2.6536749876064216,0.0016911042178710165,0.24787211194132613,84.53760183025352,2.8299518994210104,0.016860847558182616,0.19136524312942407,155.30279116559248,8.311175386152891,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.09514016529072966
26c18e4d,0,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.29936341005934486,3.7937641633024044,0.0021000797282839452,0.26170416002738633,94.41418270707192,2.2671986408792058,0.012004263571129974,0.12759359496974626,62.79751625873409,8.91305137938741,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.03674649575409444
26c18e4d,0,3,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0.2544526151854098,2.270556385367666,0.002589374691752013,0.34296914635592257,65.89716519489085,2.79919291981863,0.003729616711704954,0.15465788492813914,120.21341522846959,11.893228801260694,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0318512872606392
26c18e4d,0,4,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.3787854204796437,3.1742972392870312,0.0017918043437969312,0.3038007810243128,87.68658022430702,2.1053765813749616,0.014595199943140999,0.14417579679950399,133.37295130119992,11.827559410876706,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.02426892200054059
26c18e4d,0,5,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0.3527147166535496,4.0,0.00273632884307537,0.3809762335485027,64.52363590432832,2.0204482027018815,0.007449323269870851,0.2,104.17126671033445,10.262453237075025,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.04286224406299551
26c18e4d,0,6,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0.3536912300716998,3.5063020779621614,0.0028697176263090844,0.403421736671684,109.30988154875975,2.5466594999062346,0.011781240048942994,0.18539946745278646,143.61652153232643,9.819642940682641,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.018941029766411432
26c18e4d,0,7,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.32276525487766766,2.2486930288610267,0.0014410651276169119,0.2267923237940536,88.28088496351414,3.0,0.009573584159416629,0.2,160.0,10.806126312029239,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.17928491950942668
26c18e4d,0,8,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0.3123328680081383,1.443042826116399,0.0010181679081073098,0.3396185093794843,107.23314306734272,2.3124526457311116,0.014881432318561066,0.10915479495172066,79.34162605567943,6.866812857323691,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.022649414823606107
26c18e4d,0,9,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0.3941568330182423,2.650601744551399,0.0016899386721394652,0.247306622516684,84.53666379082952,2.8298100974851153,0.01687743973608501,0.1916620015683555,155.5814410023376,8.305662483264776,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.06201074397574425
26c18e4d,0,10,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0.2950335019072066,2.300238090718191,0.0018828205787096916,0.33708278001075864,90.98161516176074,2.3388439815001822,0.009659102271612246,0.09090395081740486,104.17287070807467,9.822379673397776,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.0014367022114041231
26c18e4d,0,11,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.3379558432377898,2.208214018913563,0.0024271484357321774,0.3172969688998794,97.14017937322068,2.543135226261103,0.011806933471852387,0.14800866398754628,155.20779816919367,6.843670555793894,16.0,0.25,1.0,0.0008,0.18,64,2,0.001,0.06,32,6,16,0.4,4.0,0.003,0.45,128,3,0.018,0.2,160,12,16,12,70,15,5,100,2,0.18,True,0.28,-0.13847809679740472
